Closing_Period,Chart_of_Accounts,Actual,Budget
20220430,140-70050,-25873.21,-23750
20220430,140-70060,-43221.5,-39583.33
20220430,140-70070,-6867.12,-6333.33
20220430,140-70080,-9806.11,-9500
20220430,140-70090,-7366.32,-7125
20220430,140-70100,-6263.2,-5937.5
20220430,140-80010,-12918.38,-12500
20220430,140-80020,-14842.5,-16666.67
20220430,140-80030,-8012.75,-8333.33
20220430,140-80040,6168.25,6250
20220430,140-80050,4691.43,4166.67
20220430,140-90010,-35665.18,-33333.33
20220430,140-90020,-9571.33,-8333.33
20220430,140-90030,-4180.28,-4166.67
20220430,141-50010,337166.17,395833.33
20220430,141-50020,309242.97,316666.67
20220430,141-50030,311561.94,237500
20220430,141-50040,246664.56,197916.67
20220430,141-50050,200906.31,158333.33
20220430,141-50060,160124.25,118750
20220430,141-50070,184633.04,142500
20220430,141-50080,106936.54,95000
20220430,141-60010,-68013.69,-60000
20220430,141-60020,-62493.58,-45000
20220430,141-60030,-26423.87,-30000
20220430,141-60040,-26913.75,-22500
20220430,141-60050,-20216.12,-18750
20220430,141-70010,-16250.94,-15833.33
20220430,141-70020,-12724.52,-11875
20220430,141-70030,-15238.91,-14250
20220430,141-70040,-19295.57,-17416.67
20220430,141-70050,-24796.57,-23750
20220430,141-70060,-40254.91,-39583.33
20220430,141-70070,-6482.91,-6333.33
20220430,141-70080,-10568.26,-9500
20220430,141-70090,-7800.48,-7125
20220430,141-70100,-5887.25,-5937.5
20220430,141-80010,-12509.54,-12500
20220430,141-80020,-18900.49,-16666.67
20220430,141-80030,-9369.61,-8333.33
20220430,141-80040,6651.68,6250
20220430,141-80050,4258.22,4166.67
20220430,141-90010,-36066.25,-33333.33
20220430,141-90020,-7283.02,-8333.33
20220430,141-90030,-3544.07,-4166.67
20220430,142-50010,435178.16,395833.33
20220430,142-50020,332961.47,316666.67
20220430,142-50030,229194.65,237500
20220430,142-50040,164608.75,197916.67
20220430,142-50050,135439.13,158333.33
20220430,142-50060,132282.13,118750
20220430,142-50070,144557.87,142500
20220430,142-50080,95273.85,95000
20220430,142-60010,-57531.19,-60000
20220430,142-60020,-51274.82,-45000
20220430,142-60030,-33376.73,-30000
20220430,142-60040,-19990.07,-22500
20220430,142-60050,-20901.68,-18750
20220430,142-70010,-17405.74,-15833.33
20220430,142-70020,-13910.55,-11875
20220430,142-70030,-15851.46,-14250
20220430,142-70040,-19498.02,-17416.67
20220430,142-70050,-24573.3,-23750
20220430,142-70060,-40022.75,-39583.33
20220430,142-70070,-6412.2,-6333.33
20220430,142-70080,-10409.58,-9500
20220430,142-70090,-7956.8,-7125
20220430,142-70100,-6777.75,-5937.5
20220430,142-80010,-11423.74,-12500
20220430,142-80020,-17669.95,-16666.67
20220430,142-80030,-8910.69,-8333.33
20220430,142-80040,5734.06,6250
20220430,142-80050,4079.53,4166.67
20220430,142-90010,-35067.26,-33333.33
20220430,142-90020,-8617.01,-8333.33
20220430,142-90030,-4314.74,-4166.67
20220531,101-50010,432483.69,395833.33
20220531,101-50020,355172.7,316666.67
20220531,101-50030,283809.72,237500
20220531,101-50040,245078.8,197916.67
20220531,101-50050,141788.98,158333.33
20220531,101-50060,114101.34,118750
20220531,101-50070,127323.77,142500
20220531,101-50080,89611.39,95000
20220531,101-60010,-65250.22,-60000
20220531,101-60020,-57006.96,-45000
20220531,101-60030,-34253.24,-30000
20220531,101-60040,-32628.4,-22500
20220531,101-60050,-20870.81,-18750
20220531,101-70010,-15264.78,-15833.33
20220531,101-70020,-12225.07,-11875
20220531,101-70030,-15005.03,-14250
20220531,101-70040,-19698.62,-17416.67
20220531,101-70050,-26575.51,-23750
20220531,101-70060,-41745.52,-39583.33
20220531,101-70070,-7225.97,-6333.33
20220531,101-70080,-10865.9,-9500
20220531,101-70090,-7440.26,-7125
20220531,101-70100,-6353.27,-5937.5
20220531,101-80010,-10799.91,-12500
20220531,101-80020,-16156.13,-16666.67
20220531,101-80030,-7526.21,-8333.33
20220531,101-80040,5867.09,6250
20220531,101-80050,4717.45,4166.67
20220531,101-90010,-34600.64,-33333.33
20220531,101-90020,-8289.09,-8333.33
20220531,101-90030,-4149,-4166.67
20220531,102-50010,371050.29,395833.33
20220531,102-50020,351251.04,316666.67
20220531,102-50030,238079.59,237500
20220531,102-50040,233977.5,197916.67
20220531,102-50050,185600.68,158333.33
20220531,102-50060,145016.57,118750
20220531,102-50070,135854.85,142500
20220531,102-50080,94680,95000
20220531,102-60010,-68280.72,-60000
20220531,102-60020,-37617.9,-45000
20220531,102-60030,-37665.46,-30000
20220531,102-60040,-24653.59,-22500
20220531,102-60050,-18007.16,-18750
20220531,102-70010,-16997.38,-15833.33
20220531,102-70020,-11841.83,-11875
20220531,102-70030,-13464.54,-14250
20220531,102-70040,-21389.67,-17416.67
20220531,102-70050,-24650.97,-23750
20220531,102-70060,-42352.73,-39583.33
20220531,102-70070,-6633.5,-6333.33
20220531,102-70080,-10188.62,-9500
20220531,102-70090,-7523.7,-7125
20220531,102-70100,-6474.92,-5937.5
20220531,102-80010,-12037.45,-12500
20220531,102-80020,-16125.8,-16666.67
20220531,102-80030,-8472.85,-8333.33
20220531,102-80040,6701.01,6250
20220531,102-80050,3496.54,4166.67
20220531,102-90010,-33576,-33333.33
20220531,102-90020,-8336.15,-8333.33
20220531,102-90030,-3978.63,-4166.67
20220531,103-50010,398539.67,395833.33
20220531,103-50020,317994.36,316666.67
20220531,103-50030,231249.98,237500
20220531,103-50040,219005.05,197916.67
20220531,103-50050,168016.8,158333.33
20220531,103-50060,99853.77,118750
20220531,103-50070,165751.8,142500
20220531,103-50080,93214.31,95000
20220531,103-60010,-58660.71,-60000
20220531,103-60020,-49279.87,-45000
20220531,103-60030,-31801.97,-30000
20220531,103-60040,-26221.89,-22500
20220531,103-60050,-21648.52,-18750
20220531,103-70010,-16098.43,-15833.33
20220531,103-70020,-12503.26,-11875
20220531,103-70030,-14436.2,-14250
20220531,103-70040,-19771.06,-17416.67
20220531,103-70050,-23177.15,-23750
20220531,103-70060,-40755.89,-39583.33
20220531,103-70070,-6953.95,-6333.33
20220531,103-70080,-10588.55,-9500
20220531,103-70090,-7909.81,-7125
20220531,103-70100,-5998.29,-5937.5
20220531,103-80010,-13076.28,-12500
20220531,103-80020,-15035.66,-16666.67
20220531,103-80030,-8585.98,-8333.33
20220531,103-80040,5974.24,6250
20220531,103-80050,4025.14,4166.67
20220531,103-90010,-32760.33,-33333.33
20220531,103-90020,-8202.67,-8333.33
20220531,103-90030,-4596.18,-4166.67
20220531,104-50010,467022.97,395833.33
20220531,104-50020,298475.5,316666.67
20220531,104-50030,217851.07,237500
20220531,104-50040,208530.5,197916.67
20220531,104-50050,168862.33,158333.33
20220531,104-50060,134052.44,118750
20220531,104-50070,149893.31,142500
20220531,104-50080,93742.58,95000
20220531,104-60010,-79474.85,-60000
20220531,104-60020,-49939.37,-45000
20220531,104-60030,-34060.48,-30000
20220531,104-60040,-23453.55,-22500
20220531,104-60050,-21383.69,-18750
20220531,104-70010,-15370.9,-15833.33
20220531,104-70020,-12701.99,-11875
20220531,104-70030,-14212.22,-14250
20220531,104-70040,-18577.47,-17416.67
20220531,104-70050,-25019.23,-23750
20220531,104-70060,-42970.84,-39583.33
20220531,104-70070,-7115.35,-6333.33
20220531,104-70080,-9968.48,-9500
20220531,104-70090,-7814.3,-7125
20220531,104-70100,-6088.22,-5937.5
20220531,104-80010,-12367.76,-12500
20220531,104-80020,-17327.57,-16666.67
20220531,104-80030,-8987.99,-8333.33
20220531,104-80040,6371.07,6250
20220531,104-80050,3773.41,4166.67
20220531,104-90010,-36459.5,-33333.33
20220531,104-90020,-7819.66,-8333.33
20220531,104-90030,-3347.69,-4166.67
20220531,105-50010,330440.75,395833.33
20220531,105-50020,362404.33,316666.67
20220531,105-50030,243999.93,237500
20220531,105-50040,199763.09,197916.67
20220531,105-50050,167053.36,158333.33
20220531,105-50060,125725.99,118750
20220531,105-50070,177278.36,142500
20220531,105-50080,103330.95,95000
20220531,105-60010,-65932.1,-60000
20220531,105-60020,-46124.05,-45000
20220531,105-60030,-34834.28,-30000
20220531,105-60040,-19660.43,-22500
20220531,105-60050,-18281.74,-18750
20220531,105-70010,-17388.1,-15833.33
20220531,105-70020,-12474.49,-11875
20220531,105-70030,-13611.77,-14250
20220531,105-70040,-19846.62,-17416.67
20220531,105-70050,-25309.74,-23750
20220531,105-70060,-45661.99,-39583.33
20220531,105-70070,-6824.42,-6333.33
20220531,105-70080,-9779.07,-9500
20220531,105-70090,-7347.32,-7125
20220531,105-70100,-5951.4,-5937.5
20220531,105-80010,-12726.52,-12500
20220531,105-80020,-14536.71,-16666.67
20220531,105-80030,-8742.79,-8333.33
20220531,105-80040,5681.57,6250
20220531,105-80050,4332.58,4166.67
20220531,105-90010,-35185.79,-33333.33
20220531,105-90020,-9793.5,-8333.33
20220531,105-90030,-3806.66,-4166.67
20220531,106-50010,418871.89,395833.33
20220531,106-50020,398055.87,316666.67
20220531,106-50030,201850.61,237500
20220531,106-50040,197870.07,197916.67
20220531,106-50050,229522.24,158333.33
20220531,106-50060,107648.56,118750
20220531,106-50070,159127.79,142500
20220531,106-50080,72158.8,95000
20220531,106-60010,-80691.17,-60000
20220531,106-60020,-46251.97,-45000
20220531,106-60030,-29997.02,-30000
20220531,106-60040,-27656.98,-22500
20220531,106-60050,-16818.72,-18750
20220531,106-70010,-16740.61,-15833.33
20220531,106-70020,-12224.22,-11875
20220531,106-70030,-14915.07,-14250
20220531,106-70040,-19173.03,-17416.67
20220531,106-70050,-23379.86,-23750
20220531,106-70060,-42880.09,-39583.33
20220531,106-70070,-6684.94,-6333.33
20220531,106-70080,-10639.95,-9500
20220531,106-70090,-7702.42,-7125
20220531,106-70100,-6386.31,-5937.5
20220531,106-80010,-12514.69,-12500
20220531,106-80020,-16853.98,-16666.67
20220531,106-80030,-9016.61,-8333.33
20220531,106-80040,5817.09,6250
20220531,106-80050,4275.86,4166.67
20220531,106-90010,-28727.43,-33333.33
20220531,106-90020,-7916.4,-8333.33
20220531,106-90030,-3620.87,-4166.67
20220531,107-50010,489854.01,395833.33
20220531,107-50020,371771.82,316666.67
20220531,107-50030,226040.57,237500
20220531,107-50040,198941.7,197916.67
20220531,107-50050,174799.34,158333.33
20220531,107-50060,128191.37,118750
20220531,107-50070,171583.89,142500
20220531,107-50080,125873.88,95000
20220531,107-60010,-78781.81,-60000
20220531,107-60020,-52246.21,-45000
20220531,107-60030,-41371.32,-30000
20220531,107-60040,-20437.94,-22500
20220531,107-60050,-21776.63,-18750
20220531,107-70010,-16736.24,-15833.33
20220531,107-70020,-12417.54,-11875
20220531,107-70030,-15901.83,-14250
20220531,107-70040,-17655.34,-17416.67
20220531,107-70050,-26247.51,-23750
20220531,107-70060,-39196.26,-39583.33
20220531,107-70070,-6600.69,-6333.33
20220531,107-70080,-9016.92,-9500
20220531,107-70090,-7372.08,-7125
20220531,107-70100,-6539.23,-5937.5
20220531,107-80010,-13873,-12500
20220531,107-80020,-16691.7,-16666.67
20220531,107-80030,-8911.86,-8333.33
20220531,107-80040,5145.98,6250
20220531,107-80050,3574.18,4166.67
20220531,107-90010,-33386.13,-33333.33
20220531,107-90020,-9296.86,-8333.33
20220531,107-90030,-4310.92,-4166.67
20220531,108-50010,430927.98,395833.33
20220531,108-50020,347767.41,316666.67
20220531,108-50030,194654.48,237500
20220531,108-50040,208548.57,197916.67
20220531,108-50050,180409.37,158333.33
20220531,108-50060,66717.56,118750
20220531,108-50070,123802.96,142500
20220531,108-50080,86373.98,95000
20220531,108-60010,-75453.24,-60000
20220531,108-60020,-49181.87,-45000
20220531,108-60030,-33532.25,-30000
20220531,108-60040,-24467.46,-22500
20220531,108-60050,-19063.79,-18750
20220531,108-70010,-17274.38,-15833.33
20220531,108-70020,-12626.03,-11875
20220531,108-70030,-15123.88,-14250
20220531,108-70040,-17301.42,-17416.67
20220531,108-70050,-27777.64,-23750
20220531,108-70060,-40729.63,-39583.33
20220531,108-70070,-6626.04,-6333.33
20220531,108-70080,-10464.65,-9500
20220531,108-70090,-7628.23,-7125
20220531,108-70100,-6434.16,-5937.5
20220531,108-80010,-12186.9,-12500
20220531,108-80020,-15016.17,-16666.67
20220531,108-80030,-7662.77,-8333.33
20220531,108-80040,6054.44,6250
20220531,108-80050,3844.88,4166.67
20220531,108-90010,-29356.06,-33333.33
20220531,108-90020,-7577.39,-8333.33
20220531,108-90030,-3836.03,-4166.67
20220531,109-50010,444798.9,395833.33
20220531,109-50020,304872.08,316666.67
20220531,109-50030,244147.4,237500
20220531,109-50040,218770.82,197916.67
20220531,109-50050,156697.42,158333.33
20220531,109-50060,120299.48,118750
20220531,109-50070,132686.82,142500
20220531,109-50080,97263.1,95000
20220531,109-60010,-66045.68,-60000
20220531,109-60020,-43602.26,-45000
20220531,109-60030,-36186.12,-30000
20220531,109-60040,-21483.08,-22500
20220531,109-60050,-24173,-18750
20220531,109-70010,-17573.41,-15833.33
20220531,109-70020,-12690.74,-11875
20220531,109-70030,-14631.07,-14250
20220531,109-70040,-18996.09,-17416.67
20220531,109-70050,-23801.32,-23750
20220531,109-70060,-41966.12,-39583.33
20220531,109-70070,-6537.81,-6333.33
20220531,109-70080,-10090.7,-9500
20220531,109-70090,-7319.62,-7125
20220531,109-70100,-6251.31,-5937.5
20220531,109-80010,-12688.13,-12500
20220531,109-80020,-17292.4,-16666.67
20220531,109-80030,-8931.87,-8333.33
20220531,109-80040,6419.52,6250
20220531,109-80050,4418.12,4166.67
20220531,109-90010,-34906.3,-33333.33
20220531,109-90020,-8249.02,-8333.33
20220531,109-90030,-3759.4,-4166.67
20220531,110-50010,501344.64,395833.33
20220531,110-50020,361800.94,316666.67
20220531,110-50030,252094.24,237500
20220531,110-50040,239310.7,197916.67
20220531,110-50050,215786.37,158333.33
20220531,110-50060,124276.9,118750
20220531,110-50070,145946.8,142500
20220531,110-50080,94370.19,95000
20220531,110-60010,-63713.4,-60000
20220531,110-60020,-50358.89,-45000
20220531,110-60030,-36232.63,-30000
20220531,110-60040,-27273.14,-22500
20220531,110-60050,-18983.61,-18750
20220531,110-70010,-16446.44,-15833.33
20220531,110-70020,-12886.83,-11875
20220531,110-70030,-15237.89,-14250
20220531,110-70040,-17128.81,-17416.67
20220531,110-70050,-23935.78,-23750
20220531,110-70060,-43078.81,-39583.33
20220531,110-70070,-6303.24,-6333.33
20220531,110-70080,-10095.38,-9500
20220531,110-70090,-7270.92,-7125
20220531,110-70100,-6102.39,-5937.5
20220531,110-80010,-12492.97,-12500
20220531,110-80020,-17298.13,-16666.67
20220531,110-80030,-7994.08,-8333.33
20220531,110-80040,4813.21,6250
20220531,110-80050,4660.47,4166.67
20220531,110-90010,-28871.37,-33333.33
20220531,110-90020,-8167.25,-8333.33
20220531,110-90030,-3948.17,-4166.67
20220531,111-50010,456780.5,395833.33
20220531,111-50020,358934.18,316666.67
20220531,111-50030,262894.28,237500
20220531,111-50040,280171.57,197916.67
20220531,111-50050,179743.19,158333.33
20220531,111-50060,120355.52,118750
20220531,111-50070,139178.83,142500
20220531,111-50080,120117.19,95000
20220531,111-60010,-70745.07,-60000
20220531,111-60020,-58058.16,-45000
20220531,111-60030,-31631.81,-30000
20220531,111-60040,-26494.78,-22500
20220531,111-60050,-21653.26,-18750
20220531,111-70010,-15871.14,-15833.33
20220531,111-70020,-12400.56,-11875
20220531,111-70030,-14201.36,-14250
20220531,111-70040,-19870.67,-17416.67
20220531,111-70050,-25347.79,-23750
20220531,111-70060,-43792.43,-39583.33
20220531,111-70070,-6424.85,-6333.33
20220531,111-70080,-10255.2,-9500
20220531,111-70090,-6980.67,-7125
20220531,111-70100,-6449.75,-5937.5
20220531,111-80010,-13380.8,-12500
20220531,111-80020,-18599.73,-16666.67
20220531,111-80030,-8137.2,-8333.33
20220531,111-80040,5934.17,6250
20220531,111-80050,4166.76,4166.67
20220531,111-90010,-36713.78,-33333.33
20220531,111-90020,-8553.12,-8333.33
20220531,111-90030,-3572.45,-4166.67
20220531,112-50010,422287.21,395833.33
20220531,112-50020,242697.79,316666.67
20220531,112-50030,191731.46,237500
20220531,112-50040,253554.3,197916.67
20220531,112-50050,151391.09,158333.33
20220531,112-50060,107437.85,118750
20220531,112-50070,141196.31,142500
20220531,112-50080,116744.62,95000
20220531,112-60010,-70010.24,-60000
20220531,112-60020,-45905.79,-45000
20220531,112-60030,-31752.74,-30000
20220531,112-60040,-26151.79,-22500
20220531,112-60050,-20825.66,-18750
20220531,112-70010,-16284.48,-15833.33
20220531,112-70020,-11663.84,-11875
20220531,112-70030,-15628.31,-14250
20220531,112-70040,-18225.73,-17416.67
20220531,112-70050,-25090.03,-23750
20220531,112-70060,-42874.61,-39583.33
20220531,112-70070,-6401.6,-6333.33
20220531,112-70080,-10173.82,-9500
20220531,112-70090,-7169.51,-7125
20220531,112-70100,-6698.99,-5937.5
20220531,112-80010,-14405.62,-12500
20220531,112-80020,-16282.3,-16666.67
20220531,112-80030,-6825.46,-8333.33
20220531,112-80040,6670.14,6250
20220531,112-80050,4604.12,4166.67
20220531,112-90010,-29993.94,-33333.33
20220531,112-90020,-9060.29,-8333.33
20220531,112-90030,-4253.91,-4166.67
20220531,113-50010,448820.96,395833.33
20220531,113-50020,345729.88,316666.67
20220531,113-50030,263343.63,237500
20220531,113-50040,208017.23,197916.67
20220531,113-50050,170770.02,158333.33
20220531,113-50060,132856.9,118750
20220531,113-50070,163912.2,142500
20220531,113-50080,108027.8,95000
20220531,113-60010,-60933.13,-60000
20220531,113-60020,-46740.62,-45000
20220531,113-60030,-29957.49,-30000
20220531,113-60040,-27686.84,-22500
20220531,113-60050,-22173.95,-18750
20220531,113-70010,-16802.8,-15833.33
20220531,113-70020,-12150.44,-11875
20220531,113-70030,-14247.3,-14250
20220531,113-70040,-16724.53,-17416.67
20220531,113-70050,-24487,-23750
20220531,113-70060,-40212.92,-39583.33
20220531,113-70070,-6144.59,-6333.33
20220531,113-70080,-10031.51,-9500
20220531,113-70090,-7292.89,-7125
20220531,113-70100,-5939.28,-5937.5
20220531,113-80010,-10329.84,-12500
20220531,113-80020,-18691.49,-16666.67
20220531,113-80030,-7911.04,-8333.33
20220531,113-80040,6784.05,6250
